Temp Cv
1.846218 1.501058
1.844372 1.501031
1.842527 1.501112
1.840685 1.501113
1.838844 1.501171
1.837005 1.501092
1.835168 1.501081
1.833333 1.501002
1.831500 1.501011
1.829668 1.501027
1.827839 1.501060
1.826011 1.501043
1.824185 1.500944
1.822360 1.500981
1.820538 1.501102
1.818718 1.500999
1.816899 1.500934
1.815082 1.501013
1.813267 1.500914
1.811454 1.501011
1.809642 1.500980
1.807833 1.500917
1.806025 1.500883
1.804219 1.500976
1.802414 1.500999
1.800612 1.500976
1.798811 1.501003
1.797013 1.500965
1.795216 1.500970
1.793420 1.501036
1.791627 1.501003
1.789835 1.500983
1.788045 1.500931
1.786257 1.501037
1.784471 1.501039
1.782687 1.501013
1.780904 1.501023
1.779123 1.501033
1.777344 1.500974
1.775567 1.500907
1.773791 1.500992
1.772017 1.501004
1.770245 1.500950
1.768475 1.500967
1.766707 1.501036
1.764940 1.501025
1.763175 1.500990
1.761412 1.500850
1.759650 1.500941
1.757891 1.501004
1.756133 1.500980
1.754377 1.500964
1.752622 1.500943
1.750870 1.500957
1.749119 1.500940
1.747370 1.500940
1.745622 1.500964
1.743877 1.500954
1.742133 1.501019
1.740391 1.500979
1.738650 1.501021
1.736912 1.500972
1.735175 1.500903
1.733440 1.500812
1.731706 1.500957
1.729974 1.501012
1.728244 1.500908
1.726516 1.500940
1.724790 1.500984
1.723065 1.500877
1.721342 1.500867
1.719620 1.500902
1.717901 1.501057
1.716183 1.501003
1.714467 1.500933
1.712752 1.500986
1.711040 1.501022
1.709329 1.500940
1.707619 1.500892
1.705912 1.500874
1.704206 1.500917
1.702501 1.500874
1.700799 1.500894
1.699098 1.500872
1.697399 1.500832
1.695702 1.500870
1.694006 1.500923
1.692312 1.500932
1.690620 1.500995
1.688929 1.500980
1.687240 1.500911
1.685553 1.500945
1.683867 1.500956
1.682183 1.501047
1.680501 1.500963
1.678821 1.500959
1.677142 1.501001
1.675465 1.500987
1.673789 1.500999
1.672116 1.500975
1.670443 1.500981
1.668773 1.500993
1.667104 1.500889
1.665437 1.500939
1.663772 1.501037
1.662108 1.501012
1.660446 1.501064
1.658785 1.501081
1.657127 1.501100
1.655469 1.501008
1.653814 1.500974
1.652160 1.500977
1.650508 1.501061
1.648857 1.501115
1.647209 1.501032
1.645561 1.500962
1.643916 1.500915
1.642272 1.500977
1.640630 1.501010
1.638989 1.500933
1.637350 1.500916
1.635713 1.500923
1.634077 1.500901
1.632443 1.500899
1.630810 1.500971
1.629180 1.501112
1.627550 1.501138
1.625923 1.501054
1.624297 1.501026
1.622673 1.500928
1.621050 1.500982
1.619429 1.500961
1.617810 1.500908
1.616192 1.500951
1.614576 1.500908
1.612961 1.500816
1.611348 1.500871
1.609737 1.500883
1.608127 1.500842
1.606519 1.500908
1.604912 1.500951
1.603307 1.500889
1.601704 1.500961
1.600102 1.500913
1.598502 1.500947
1.596904 1.500977
1.595307 1.501004
1.593712 1.501054
1.592118 1.500995
1.590526 1.500918
1.588935 1.500949
1.587346 1.500899
1.585759 1.500874
1.584173 1.500875
1.582589 1.500937
1.581006 1.500943
1.579425 1.501040
1.577846 1.500985
1.576268 1.500880
1.574692 1.500901
1.573117 1.500886
1.571544 1.500820
1.569972 1.500836
1.568402 1.500971
1.566834 1.500909
1.565267 1.500880
1.563702 1.500839
1.562138 1.500877
1.560576 1.500931
1.559016 1.500923
1.557457 1.500929
1.555899 1.501012
1.554343 1.500985
1.552789 1.500908
1.551236 1.500851
1.549685 1.500831
1.548135 1.500951
1.546587 1.501063
1.545040 1.501000
1.543495 1.501095
1.541952 1.501017
1.540410 1.500998
1.538870 1.501016
1.537331 1.500939
1.535793 1.500997
1.534258 1.501063
1.532723 1.500996
1.531191 1.500947
1.529659 1.500924
1.528130 1.501024
1.526602 1.500980
1.525075 1.500998
1.523550 1.501007
1.522026 1.501002
1.520504 1.500922
1.518984 1.500957
1.517465 1.500946
1.515947 1.500894
1.514431 1.500915
1.512917 1.500915
1.511404 1.500880
1.509893 1.500920
1.508383 1.501005
1.506874 1.501019
1.505368 1.500928
1.503862 1.500910
1.502358 1.500947
1.500856 1.500933
1.499355 1.500866
1.497856 1.500861
1.496358 1.500855
1.494862 1.500900
1.493367 1.500891
1.491873 1.500934
1.490381 1.500950
1.488891 1.500990
1.487402 1.500892
1.485915 1.500922
1.484429 1.500937
1.482944 1.500954
1.481461 1.500927
1.479980 1.500988
1.478500 1.500944
1.477021 1.500856
1.475544 1.500895
1.474069 1.500967
1.472595 1.501007
1.471122 1.500997
1.469651 1.500902
1.468181 1.500830
1.466713 1.500973
1.465247 1.501003
1.463781 1.500879
1.462318 1.500930
1.460855 1.500917
1.459394 1.500936
1.457935 1.500874
1.456477 1.500873
1.455021 1.500924
1.453566 1.500953
1.452112 1.500847
1.450660 1.500850
1.449209 1.500952
1.447760 1.500972
1.446312 1.500977
1.444866 1.500884
1.443421 1.500892
1.441978 1.500928
1.440536 1.500928
1.439095 1.500881
1.437656 1.500911
1.436218 1.500875
1.434782 1.500817
1.433347 1.500886
1.431914 1.500858
1.430482 1.500926
1.429052 1.500940
1.427623 1.500934
1.426195 1.500936
1.424769 1.501007
1.423344 1.500983
1.421921 1.500993
1.420499 1.501018
1.419078 1.500965
1.417659 1.500918
1.416242 1.500876
1.414825 1.500885
1.413410 1.500924
1.411997 1.500886
1.410585 1.500886
1.409174 1.500948
1.407765 1.500851
1.406358 1.500887
1.404951 1.501002
1.403546 1.501038
1.402143 1.501004
1.400741 1.500944
1.399340 1.500885
1.397940 1.500822
1.396542 1.500848
1.395146 1.500850
1.393751 1.500787
1.392357 1.500808
1.390965 1.500842
1.389574 1.500995
1.388184 1.500979
1.386796 1.500884
1.385409 1.500830
1.384024 1.500871
1.382640 1.500831
1.381257 1.500817
1.379876 1.500866
1.378496 1.500837
1.377117 1.500813
1.375740 1.500892
1.374365 1.500877
1.372990 1.500975
1.371617 1.501088
1.370246 1.500964
1.368875 1.500938
1.367507 1.500882
1.366139 1.500902
1.364773 1.500977
1.363408 1.500941
1.362045 1.500888
1.360683 1.500985
1.359322 1.500958
1.357963 1.500921
1.356605 1.500956
1.355248 1.500886
1.353893 1.500907
1.352539 1.500890
1.351186 1.500883
1.349835 1.500835
1.348485 1.500883
1.347137 1.500923
1.345790 1.500911
1.344444 1.500895
1.343100 1.500912
1.341756 1.500896
1.340415 1.500884
1.339074 1.500926
1.337735 1.500910
1.336397 1.500920
1.335061 1.500936
1.333726 1.500875
1.332392 1.500872
1.331060 1.500869
1.329729 1.500928
1.328399 1.500912
1.327071 1.500909
1.325744 1.500900
1.324418 1.500980
1.323093 1.500975
1.321770 1.500905
1.320449 1.500927
1.319128 1.500949
1.317809 1.500896
1.316491 1.500950
1.315175 1.500921
1.313860 1.500884
1.312546 1.500870
1.311233 1.500909
1.309922 1.500951
1.308612 1.500927
1.307303 1.500838
1.305996 1.500855
1.304690 1.500952
1.303385 1.501024
1.302082 1.501035
1.300780 1.500898
1.299479 1.500777
1.298180 1.500788
1.296881 1.500855
1.295585 1.500915
1.294289 1.500893
1.292995 1.500874
1.291702 1.500896
1.290410 1.500931
1.289120 1.500897
1.287830 1.500940
1.286543 1.500923
1.285256 1.500967
1.283971 1.500932
1.282687 1.500953
1.281404 1.501072
1.280123 1.500993
1.278843 1.500869
1.277564 1.500873
1.276286 1.500977
1.275010 1.500905
1.273735 1.500863
1.272461 1.500773
1.271189 1.500824
1.269918 1.500890
1.268648 1.500900
1.267379 1.500929
1.266112 1.500971
1.264846 1.500955
1.263581 1.500891
1.262317 1.500791
1.261055 1.500881
1.259794 1.500865
1.258534 1.500799
1.257275 1.500855
1.256018 1.500910
1.254762 1.500931
1.253507 1.500979
1.252254 1.500966
1.251002 1.500878
1.249751 1.500955
1.248501 1.500997
1.247252 1.500919
1.246005 1.501028
1.244759 1.501017
1.243514 1.501028
1.242271 1.501039
1.241029 1.501005
1.239788 1.500928
1.238548 1.500976
1.237309 1.500962
1.236072 1.500918
1.234836 1.500926
1.233601 1.500827
1.232367 1.500860
1.231135 1.500934
1.229904 1.500858
1.228674 1.500791
1.227445 1.500838
1.226218 1.500928
1.224992 1.500928
1.223767 1.500853
1.222543 1.500911
1.221320 1.500878
1.220099 1.500843
1.218879 1.500917
1.217660 1.500843
1.216442 1.500791
1.215226 1.500853
1.214011 1.500929
1.212797 1.500889
1.211584 1.500824
1.210372 1.500786
1.209162 1.500814
1.207953 1.500901
1.206745 1.500927
1.205538 1.500913
1.204333 1.500845
1.203128 1.500842
1.201925 1.500891
1.200723 1.500826
1.199522 1.500786
1.198323 1.500828
1.197125 1.500877
1.195927 1.500857
1.194732 1.500887
1.193537 1.500905
1.192343 1.500976
1.191151 1.501013
1.189960 1.501023
1.188770 1.500972
1.187581 1.500994
1.186393 1.501033
1.185207 1.500927
1.184022 1.500894
1.182838 1.500878
1.181655 1.500869
1.180473 1.500950
1.179293 1.501027
1.178114 1.500964
1.176935 1.500950
1.175759 1.500991
1.174583 1.500903
1.173408 1.500836
1.172235 1.500790
1.171063 1.500828
1.169891 1.500810
1.168722 1.500837
1.167553 1.500912
1.166385 1.500894
1.165219 1.500843
1.164054 1.500866
1.162890 1.500921
1.161727 1.500935
1.160565 1.500937
1.159404 1.500942
1.158245 1.500877
1.157087 1.500885
1.155930 1.500919
1.154774 1.500884
1.153619 1.500861
1.152465 1.500920
1.151313 1.500871
1.150162 1.500821
1.149011 1.500819
1.147862 1.500858
1.146715 1.500830
1.145568 1.500840
1.144422 1.500907
1.143278 1.500916
1.142135 1.500924
1.140992 1.500924
1.139851 1.500886
1.138712 1.500905
1.137573 1.500881
1.136435 1.500863
1.135299 1.500867
1.134164 1.500886
1.133029 1.500800
1.131896 1.500781
1.130765 1.500817
1.129634 1.500895
1.128504 1.500879
1.127376 1.500971
1.126248 1.500959
1.125122 1.500878
1.123997 1.500826
1.122873 1.500930
1.121750 1.500947
1.120628 1.500869
1.119508 1.500848
1.118388 1.500820
1.117270 1.500795
1.116152 1.500882
1.115036 1.500814
1.113921 1.500827
1.112807 1.500858
1.111695 1.500809
1.110583 1.500830
1.109472 1.500874
1.108363 1.500839
1.107254 1.500835
1.106147 1.500876
1.105041 1.500799
1.103936 1.500861
1.102832 1.500894
1.101729 1.500902
1.100627 1.500808
1.099527 1.500822
1.098427 1.500894
1.097329 1.500886
1.096232 1.500830
1.095135 1.500832
1.094040 1.500825
1.092946 1.500846
1.091853 1.500894
1.090761 1.500756
1.089671 1.500742
1.088581 1.500811
1.087492 1.500937
1.086405 1.500979
1.085318 1.500904
1.084233 1.500907
1.083149 1.500875
1.082066 1.500796
1.080984 1.500789
1.079903 1.500826
1.078823 1.500842
1.077744 1.500861
1.076666 1.500812
1.075590 1.500739
1.074514 1.500727
1.073439 1.500698
1.072366 1.500725
1.071294 1.500792
1.070222 1.500798
1.069152 1.500821
1.068083 1.500881
1.067015 1.500984
1.065948 1.500971
1.064882 1.500886
1.063817 1.500872
1.062753 1.500849
1.061690 1.500918
1.060629 1.500843
1.059568 1.500809
1.058509 1.500862
1.057450 1.500820
1.056393 1.500826
1.055336 1.500827
1.054281 1.500850
1.053227 1.500929
1.052173 1.500976
1.051121 1.501029
1.050070 1.500996
1.049020 1.500924
1.047971 1.501007
1.046923 1.500913
1.045876 1.500842
1.044830 1.500844
1.043785 1.500884
1.042742 1.500937
1.041699 1.500803
1.040657 1.500814
1.039617 1.500883
1.038577 1.500885
1.037538 1.500875
1.036501 1.500950
1.035464 1.500862
1.034429 1.500815
1.033394 1.500912
1.032361 1.500926
1.031329 1.500888
1.030297 1.500922
1.029267 1.500900
1.028238 1.500830
1.027210 1.500779
1.026182 1.500735
1.025156 1.500778
1.024131 1.500825
1.023107 1.500840
1.022084 1.500813
1.021062 1.500834
1.020041 1.500851
1.019021 1.500812
1.018002 1.500833
1.016984 1.500875
1.015967 1.500843
1.014951 1.500807
1.013936 1.500832
1.012922 1.500863
1.011909 1.500862
1.010897 1.500873
1.009886 1.500807
1.008876 1.500816
1.007867 1.500854
1.006859 1.500848
1.005852 1.500823
1.004847 1.500835
1.003842 1.500897
1.002838 1.500944
1.001835 1.500977
1.000833 1.500901
0.999832 1.500820
0.998833 1.500921
0.997834 1.500898
0.996836 1.500911
0.995839 1.500963
0.994843 1.500879
0.993848 1.500885
0.992855 1.500834
0.991862 1.500822
0.990870 1.500912
0.989879 1.500893
0.988889 1.500863
0.987900 1.500873
0.986912 1.500870
0.985925 1.500930
0.984939 1.500906
0.983955 1.500914
0.982971 1.500871
0.981988 1.500870
0.981006 1.500971
0.980025 1.500918
0.979045 1.500820
0.978066 1.500844
0.977087 1.500904
0.976110 1.500906
0.975134 1.500818
0.974159 1.500854
0.973185 1.500872
0.972212 1.500809
0.971240 1.500773
0.970268 1.500774
0.969298 1.500784
0.968329 1.500783
0.967360 1.500860
0.966393 1.500904
0.965427 1.500862
0.964461 1.500814
0.963497 1.500785
0.962533 1.500802
0.961571 1.500846
0.960609 1.500892
0.959649 1.500893
0.958689 1.500894
0.957730 1.500926
0.956773 1.500857
0.955816 1.500815
0.954860 1.500846
0.953905 1.500891
0.952951 1.500908
0.951998 1.500849
0.951046 1.500932
0.950095 1.500961
0.949145 1.500843
0.948196 1.500815
0.947248 1.500882
0.946301 1.500908
0.945354 1.500823
0.944409 1.500776
0.943464 1.500774
0.942521 1.500829
0.941578 1.500901
0.940637 1.500912
0.939696 1.500826
0.938757 1.500785
0.937818 1.500941
0.936880 1.500971
0.935943 1.500837
0.935007 1.500760
0.934072 1.500804
0.933138 1.500872
0.932205 1.500841
0.931273 1.500832
0.930341 1.500783
0.929411 1.500778
0.928482 1.500820
0.927553 1.500865
0.926626 1.500853
0.925699 1.500852
0.924773 1.500818
0.923849 1.500817
0.922925 1.500777
0.922002 1.500773
0.921080 1.500833
0.920159 1.500937
0.919239 1.500890
0.918319 1.500849
0.917401 1.500855
0.916484 1.500890
0.915567 1.500879
0.914652 1.500897
0.913737 1.500898
0.912823 1.500872
0.911910 1.500844
0.910998 1.500864
0.910087 1.500920
0.909177 1.500884
0.908268 1.500847
0.907360 1.500851
0.906453 1.500830
0.905546 1.500874
0.904641 1.500956
0.903736 1.500898
0.902832 1.500828
0.901929 1.500744
0.901027 1.500761
0.900126 1.500827
0.899226 1.500901
0.898327 1.500996
0.897429 1.500967
0.896531 1.500918
0.895635 1.500896
0.894739 1.500871
0.893844 1.500895
0.892951 1.500914
0.892058 1.500798
0.891166 1.500853
0.890274 1.500956
0.889384 1.500953
0.888495 1.500917
0.887606 1.500785
0.886719 1.500762
0.885832 1.500747
0.884946 1.500707
0.884061 1.500768
0.883177 1.500858
0.882294 1.500857
0.881412 1.500801
0.880530 1.500838
0.879650 1.500829
0.878770 1.500797
0.877891 1.500874
0.877013 1.500943
0.876136 1.500877
0.875260 1.500770
0.874385 1.500802
0.873511 1.500897
0.872637 1.500863
0.871764 1.500839
0.870893 1.500830
0.870022 1.500743
0.869152 1.500739
0.868283 1.500803
0.867414 1.500826
0.866547 1.500784
0.865680 1.500796
0.864815 1.500833
0.863950 1.500818
0.863086 1.500820
0.862223 1.500850
0.861361 1.500829
0.860499 1.500781
0.859639 1.500799
0.858779 1.500816
0.857920 1.500867
0.857062 1.500801
0.856205 1.500804
0.855349 1.500858
0.854494 1.500910
0.853639 1.500901
0.852786 1.500854
0.851933 1.500831
0.851081 1.500823
0.850230 1.500787
0.849380 1.500869
0.848530 1.500895
0.847682 1.500813
0.846834 1.500854
0.845987 1.500893
0.845141 1.500852
0.844296 1.500872
0.843452 1.500880
0.842608 1.500846
0.841766 1.500829
0.840924 1.500823
0.840083 1.500816
0.839243 1.500826
0.838404 1.500884
0.837565 1.500949
0.836728 1.500938
0.835891 1.500899
0.835055 1.500879
0.834220 1.500809
0.833386 1.500860
0.832552 1.500870
0.831720 1.500801
0.830888 1.500800
0.830057 1.500788
0.829227 1.500845
0.828398 1.500921
0.827570 1.500938
0.826742 1.500863
0.825915 1.500832
0.825089 1.500812
0.824264 1.500805
0.823440 1.500887
0.822617 1.500850
0.821794 1.500859
0.820972 1.500844
0.820151 1.500816
0.819331 1.500853
0.818512 1.500896
0.817693 1.500895
0.816875 1.500866
0.816059 1.500885
0.815243 1.500929
0.814427 1.500946
0.813613 1.500926
0.812799 1.500863
0.811986 1.500814
0.811174 1.500819
0.810363 1.500904
0.809553 1.500890
0.808743 1.500841
0.807935 1.500913
0.807127 1.500943
0.806320 1.500886
0.805513 1.500842
0.804708 1.500940
0.803903 1.500935
0.803099 1.500825
0.802296 1.500841
0.801494 1.500825
0.800692 1.500782
0.799892 1.500808
0.799092 1.500846
0.798293 1.500889
0.797494 1.500878
0.796697 1.500843
0.795900 1.500863
0.795104 1.500866
0.794309 1.500773
0.793515 1.500791
0.792721 1.500848
0.791929 1.500858
0.791137 1.500830
0.790345 1.500776
0.789555 1.500741
0.788766 1.500779
0.787977 1.500780
0.787189 1.500848
0.786402 1.500878
0.785615 1.500848
0.784830 1.500818
0.784045 1.500851
0.783261 1.500910
0.782477 1.500855
0.781695 1.500788
0.780913 1.500783
0.780132 1.500775
0.779352 1.500805
0.778573 1.500789
0.777794 1.500786
0.777017 1.500752
0.776240 1.500736
0.775463 1.500808
0.774688 1.500835
0.773913 1.500889
0.773139 1.500870
0.772366 1.500879
0.771594 1.500880
0.770822 1.500936
0.770051 1.500920
0.769281 1.500828
0.768512 1.500778
0.767743 1.500802
0.766976 1.500818
0.766209 1.500813
0.765443 1.500774
0.764677 1.500825
0.763912 1.500890
0.763148 1.500908
0.762385 1.500906
0.761623 1.500895
0.760861 1.500890
0.760100 1.500806
0.759340 1.500790
0.758581 1.500848
0.757822 1.500884
0.757065 1.500800
0.756308 1.500796
0.755551 1.500805
0.754796 1.500871
0.754041 1.500832
0.753287 1.500787
0.752534 1.500770
0.751781 1.500760
0.751029 1.500785
0.750278 1.500841
0.749528 1.500843
0.748778 1.500834
0.748030 1.500869
0.747282 1.500893
0.746534 1.500875
0.745788 1.500810
0.745042 1.500798
0.744297 1.500789
0.743553 1.500795
0.742809 1.500787
0.742066 1.500772
0.741324 1.500839
0.740583 1.500826
0.739842 1.500712
0.739102 1.500735
0.738363 1.500785
0.737625 1.500763
0.736887 1.500754
0.736151 1.500739
0.735414 1.500769
0.734679 1.500842
0.733944 1.500904
0.733210 1.500942
0.732477 1.500849
0.731745 1.500798
0.731013 1.500785
0.730282 1.500796
0.729552 1.500815
0.728822 1.500825
0.728093 1.500889
0.727365 1.500853
0.726638 1.500809
0.725911 1.500828
0.725185 1.500875
0.724460 1.500915
0.723736 1.500878
0.723012 1.500831
0.722289 1.500817
0.721567 1.500846
0.720845 1.500885
0.720124 1.500896
0.719404 1.500910
0.718685 1.500853
0.717966 1.500809
0.717248 1.500919
0.716531 1.500921
0.715814 1.500819
0.715098 1.500826
0.714383 1.500910
0.713669 1.500933
0.712955 1.500858
0.712242 1.500764
0.711530 1.500749
0.710818 1.500774
0.710108 1.500825
0.709398 1.500860
0.708688 1.500813
0.707979 1.500760
0.707271 1.500787
0.706564 1.500864
0.705858 1.500879
0.705152 1.500856
0.704447 1.500802
0.703742 1.500802
0.703038 1.500798
0.702335 1.500797
0.701633 1.500806
0.700931 1.500795
0.700231 1.500797
0.699530 1.500834
0.698831 1.500764
0.698132 1.500779
0.697434 1.500825
0.696736 1.500808
0.696040 1.500792
0.695344 1.500774
0.694648 1.500779
0.693954 1.500795
0.693260 1.500811
0.692566 1.500813
0.691874 1.500909
0.691182 1.500983
0.690491 1.500894
0.689800 1.500839
0.689110 1.500853
0.688421 1.500826
0.687733 1.500865
0.687045 1.500922
0.686358 1.500925
0.685672 1.500938
0.684986 1.500847
0.684301 1.500822
0.683617 1.500849
0.682933 1.500892
0.682250 1.500861
0.681568 1.500817
0.680886 1.500816
0.680206 1.500804
0.679525 1.500805
0.678846 1.500799
0.678167 1.500797
0.677489 1.500773
0.676811 1.500804
0.676135 1.500774
0.675458 1.500709
0.674783 1.500742
0.674108 1.500775
0.673434 1.500792
0.672761 1.500813
0.672088 1.500832
0.671416 1.500839
0.670744 1.500885
0.670074 1.500875
0.669404 1.500808
0.668734 1.500828
0.668065 1.500889
0.667397 1.500867
0.666730 1.500823
0.666063 1.500835
0.665397 1.500808
0.664732 1.500823
0.664067 1.500907
0.663403 1.500934
0.662740 1.500910
0.662077 1.500872
0.661415 1.500837
0.660753 1.500817
0.660093 1.500796
0.659432 1.500856
0.658773 1.500807
0.658114 1.500725
0.657456 1.500780
0.656799 1.500838
0.656142 1.500832
0.655486 1.500843
0.654830 1.500801
0.654175 1.500832
0.653521 1.500851
0.652868 1.500851
0.652215 1.500884
0.651563 1.500861
0.650911 1.500855
0.650260 1.500887
0.649610 1.500902
0.648960 1.500878
0.648311 1.500872
0.647663 1.500857
0.647015 1.500845
0.646368 1.500852
0.645722 1.500837
0.645076 1.500826
0.644431 1.500775
0.643787 1.500805
0.643143 1.500888
0.642500 1.500854
0.641857 1.500810
0.641215 1.500808
0.640574 1.500841
0.639934 1.500861
0.639294 1.500822
0.638654 1.500818
0.638016 1.500835
0.637378 1.500831
0.636740 1.500832
0.636104 1.500888
0.635468 1.500911
0.634832 1.500865
0.634197 1.500850
0.633563 1.500856
0.632930 1.500861
0.632297 1.500811
0.631664 1.500807
0.631033 1.500820
0.630402 1.500820
0.629771 1.500815
0.629141 1.500802
0.628512 1.500797
0.627884 1.500844
0.627256 1.500857
0.626629 1.500835
0.626002 1.500859
0.625376 1.500908
0.624751 1.500846
0.624126 1.500767
0.623502 1.500738
0.622878 1.500806
0.622255 1.500856
0.621633 1.500810
0.621011 1.500785
0.620390 1.500794
0.619770 1.500814
0.619150 1.500793
0.618531 1.500786
0.617913 1.500759
0.617295 1.500791
